...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
161506,999650059270710,July,CT,992.4866,1788.46,50,44,1,NA,48,1,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,FALSE,35.7692,3.577087187910396
161507,999650059270710,July,CT,914.5822,250,50,44,1,NA,48,2,1,1,4,"Native, Born In US",1,Insurance carriers and related activities (524),1010,"Private, For Profit",No,No,Employed-At Work,TRUE,5,1.6094379124341003
161512,1001604094981,July,CT,977.0166,2596,65,44,1,NA,52,1,1,2,2,"Native, Born In US",1,"** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,39.93846153846154,3.6873398079283435
161633,590397170103509,July,CT,2212.2693,769,40,45,1,NA,48,1,7,0,0,"Native, Born In US",1,** Construction (23),6240,"Private, For Profit",No,No,Employed-At Work,FALSE,19.225,2.9562115153917077
161634,590647130201500,July,CT,2722.5965,1704.54,45,44,2,NA,58,2,6,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,37.87866666666667,3.6343880688247467
161636,629110301470005,July,CT,1933.7051,2190,37,45,1,NA,59,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2330,Government - Local,Yes,NA,Employed-Absent,TRUE,59.189189189189186,4.080738910166322
161638,631499007200662,July,CT,2044.1345,1477.27,30,44,1,NA,54,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,49.242333333333335,3.8967536871418074
161667,3171100690091,July,DE,410.9091,920,40,44,1,NA,42,2,5,1,2,"Native, Born In US",5,Outpatient care centers (6214),2010,"Private, For Profit",No,No,Employed-At Work,TRUE,23,3.1354942159291497
161675,36000941103911,July,DE,591.7341,961.53,40,44,1,NA,30,2,1,3,6,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,TRUE,24.038249999999998,3.179646311676199
161734,815114610000128,July,DE,427.414,137.5,40,44,1,NA,31,2,1,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),9130,"Private, For Profit",No,No,Employed-At Work,TRUE,3.4375,1.2347444629926896
161735,815114610000128,July,DE,524.2543,640,32,44,1,NA,28,1,1,0,0,"Native, Born In US",5,Rail transportation (482),7220,"Private, For Profit",No,No,Employed-At Work,FALSE,20,2.995732273553991
161760,22750666901001,July,DE,664.0217,1923.07,40,44,1,NA,36,2,1,1,1,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit",No,No,Employed-At Work,TRUE,48.07675,3.872798692268385
161783,77070821100551,July,DE,686.1901,1038,40,44,1,NA,27,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - State,Yes,NA,Employed-At Work,TRUE,25.95,3.2561716096118976
161815,104390213002050,July,DE,465.7455,1200,40,46,1,NA,60,2,1,0,0,"Native, Born In US",5,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",137,"Private, For Profit",No,No,Employed-At Work,TRUE,30,3.4011973816621555
161816,104390213002050,July,DE,563.0708,850,40,44,1,NA,61,1,1,0,0,"Native, Born In US",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work,FALSE,21.25,3.056356895370426
161817,104431000081654,July,DE,487.5073,2884.61,70,44,1,NA,64,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Computer systems design and related services (5415),1006,"Private, For Profit",No,No,Employed-At Work,FALSE,41.20871428571429,3.7186497457791976
161835,110007975069656,July,DE,406.7103,2692,40,44,1,NA,60,1,1,0,0,"Native, Born In US",5,"Machinery manufacturing, n.e.c. (3332, 3334, 3339)",120,"Private, For Profit",No,No,Employed-At Work,FALSE,67.3,4.209160236650682
161846,114061207041001,July,DE,463.0008,884,40,44,1,NA,34,2,7,2,5,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",110,Government - Federal,Yes,NA,Employed-At Work,TRUE,22.1,3.095577608523707
161873,194991901030065,July,DE,507.244,1000,40,44,1,NA,39,1,1,4,14,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",1240,"Private, For Profit",No,No,Employed-At Work,FALSE,25,3.2188758248682006
161895,202109341010805,July,DE,616.2495,807.69,40,44,1,NA,42,2,1,2,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-Absent,TRUE,20.19225,3.005298867423203
161902,260072501690106,July,DE,686.1901,692.3,50,44,1,NA,25,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-Absent,TRUE,13.845999999999998,2.6279963822558337
161936,601700691596750,July,DE,366.2398,2123.07,40,44,1,NA,50,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),230,"Private, Nonprofit",No,No,Employed-At Work,TRUE,53.076750000000004,3.9717389792548867
161968,701521170504705,July,DE,505.6734,1057.69,50,44,1,NA,49,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,21.1538,3.0518195583844725
161972,701604021001114,July,DE,445.1217,430,40,44,1,NA,41,2,1,2,10,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-Absent,TRUE,10.75,2.3749057545736716
162002,911112960000158,July,DE,579.4707,1923,40,44,2,NA,56,1,1,0,0,"Native, Born In US",5,"Other schools, instruction, and educational services (6116, 6117)",2000,"Private, Nonprofit",No,No,Employed-At Work,FALSE,48.075,3.8727622914748436
162003,911112960000158,July,DE,512.5422,2350,45,44,2,NA,54,2,1,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",430,"Private, For Profit",No,No,Employed-At Work,TRUE,52.22222222222222,3.9555081173678848
162023,4115752110874,July,DC,348.9076,1346.15,40,45,4,NA,32,1,7,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),4810,Government - Federal,No,No,Employed-At Work,FALSE,33.65375,3.516124491189194
162033,10110478592043,July,DC,273.5,1788.46,45,44,1,NA,38,1,1,1,1,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2825,Government - Federal,No,No,Employed-At Work,FALSE,39.74355555555556,3.682447703568222
162034,10110554572522,July,DC,264.1782,1153.84,40,44,1,NA,34,1,7,0,0,"Native, Born In US",5,National security and international affairs (928),1006,Government - Federal,No,No,Employed-At Work,FALSE,28.845999999999997,3.3619713351613183
162037,10110654572542,July,DC,306.2072,623.07,40,44,1,NA,27,1,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2340,Government - Federal,No,No,Employed-At Work,FALSE,15.57675,2.745779417912217
162042,10110779935765,July,DC,282.5282,1153.84,40,44,1,NA,26,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,NA,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
162046,10110824067481,July,DC,263.9229,1634.61,40,44,1,NA,30,2,3,0,0,"Foreign Born, US Cit By Naturalization",5,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",840,"Private, For Profit",No,No,Employed-At Work,TRUE,40.865249999999996,3.710280068654017
162049,10110918096567,July,DC,264.1782,1730.76,40,44,1,NA,32,1,1,1,1,"Native, Born In US",5,Real estate (531),410,"Private, For Profit",No,No,Employed-At Work,FALSE,43.269,3.767436443269483
162050,10110918096567,July,DC,263.9229,1500,40,44,1,NA,31,2,1,1,1,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-Absent,TRUE,37.5,3.624340932976365
162051,10111014027345,July,DC,322.7595,1384.61,35,44,2,NA,57,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),4620,"Private, For Profit",No,No,Employed-At Work,FALSE,39.56028571428571,3.6778257290309004
162052,10111014027345,July,DC,342.0616,1980.76,40,46,4,NA,36,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",1800,"Private, For Profit",No,No,Employed-At Work,FALSE,49.519,3.9023564343113755
162060,12071204103461,July,DC,273.4007,865.38,30,44,1,NA,38,2,1,2,5,"Native, Born In US",5,Scientific research and development services (5417),1220,"Private, Nonprofit",No,No,Employed-At Work,TRUE,28.846,3.3619713351613183
162066,40071047106551,July,DC,322.7595,900,40,44,2,NA,63,1,5,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5240,Government - Local,Yes,NA,Employed-At Work,FALSE,22.5,3.1135153092103742
162079,57471110924590,July,DC,328.6774,1250,36,44,1,NA,29,2,7,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work,TRUE,34.72222222222222,3.5473798918402366
162081,71061005104891,July,DC,292.2646,625,40,44,2,NA,58,2,3,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,NA,Employed-At Work,TRUE,15.625,2.7488721956224653
162094,82301110995997,July,DC,318.1745,2884.61,40,44,1,NA,39,1,1,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",10,"Private, Nonprofit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
162095,82301110995997,July,DC,318.059,1884.61,40,45,1,NA,37,2,1,0,0,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",430,Government - Local,No,No,Employed-At Work,TRUE,47.115249999999996,3.8525967278104063
162098,95571110979397,July,DC,329.1742,2115.38,50,45,4,NA,33,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work,TRUE,42.3076,3.744966738944418
162101,100790735591101,July,DC,282.5282,1153.84,40,44,1,NA,29,2,7,0,0,"Native, Born In US",5,National security and international affairs (928),3820,Government - Federal,No,No,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
162106,104570512052152,July,DC,277.7484,1423.07,40,44,1,NA,51,2,1,0,0,"Native, Born In US",5,Child day care services (6244),230,"Private, Nonprofit",No,Yes,Employed-At Work,TRUE,35.57675,3.571692334614245
162107,104670512052154,July,DC,276.9989,653,45,44,1,NA,45,2,7,0,0,"Native, Born In US",5,**Newspaper publishers (51111),1010,"Private, For Profit",No,No,Employed-At Work,TRUE,14.511111111111111,2.6749146395061114
162122,106050754741001,July,DC,282.5282,833.5,45,44,1,NA,25,2,7,0,0,"Native, Born In US",5,Crop production (111),205,"Private, Nonprofit",No,No,Employed-At Work,TRUE,18.522222222222222,2.918971212420529
162127,107109689110650,July,DC,263.9229,500,40,44,1,NA,31,2,1,0,0,"Native, Born In US",5,"Museums, art galleries, historical sites, and similar institutions (712)",1860,"Private, For Profit",No,No,Employed-At Work,TRUE,12.5,2.5257286443082556
162128,107109689110650,July,DC,293.8201,898.69,40,44,1,NA,40,1,1,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1860,"Private, For Profit",No,No,Employed-At Work,FALSE,22.46725,3.1120586933047742
162130,107109689110650,July,DC,263.9229,2884.61,50,44,1,NA,34,2,1,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,TRUE,57.6922,4.0551219824004106
162132,108490712003154,July,DC,255.1272,2884.61,50,46,1,NA,60,2,1,0,0,"Native, Born In US",5,Scientific research and development services (5417),1860,"Private, Nonprofit",No,No,Employed-Absent,TRUE,57.6922,4.0551219824004106
162138,110107857414787,July,DC,295.7528,200,20,44,1,6,29,2,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,TRUE,10,2.302585092994046
162139,110107915983163,July,DC,307.33,2788.46,40,46,1,NA,31,1,7,0,0,"Foreign Born, Not a US Citizen",5,Public finance activities (92113),1800,Government - Federal,No,No,Employed-At Work,FALSE,69.7115,4.244365296983058
162143,110107979935735,July,DC,329.5124,865.38,40,44,4,NA,41,1,1,1,2,"Native, Born Abroad Of US Parent(s)",5,National security and international affairs (928),430,Government - Federal,No,No,Employed-At Work,FALSE,21.6345,3.0742892627095375
162146,110109830465735,July,DC,356.2242,730.76,40,44,1,NA,27,1,7,0,0,"Native, Born In US",5,Wired telecommunications carriers (*5171),735,"Private, Nonprofit",No,No,Employed-At Work,FALSE,18.269,2.9052056343544326
162148,110109854572552,July,DC,341.8137,2884.61,40,46,1,NA,43,1,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Scientific research and development services (5417),1860,"Private, Nonprofit",No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
162149,110109854572552,July,DC,295.1767,2884.61,40,46,1,NA,42,2,1,0,0,"Native, Born In US",5,National security and international affairs (928),430,Government - Federal,No,No,Employed-At Work,TRUE,72.11525,4.27826553371462
162150,110109878592083,July,DC,379.2891,1959.69,70,45,1,2,30,1,1,0,0,"Native, Born In US",5,Legal services (5411),2100,Government - Local,No,No,Employed-At Work,FALSE,27.99557142857143,3.33204633440077
162151,110109878592083,July,DC,307.033,2884.61,70,45,1,NA,32,2,1,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,41.20871428571429,3.7186497457791976
162152,110109914027315,July,DC,295.1767,1945,40,44,1,NA,41,2,1,1,1,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",120,"Private, Nonprofit",No,No,Employed-Absent,TRUE,48.625,3.8841378019386106
162153,110109914027315,July,DC,341.8137,1846.15,40,46,1,NA,43,1,1,1,1,"Native, Born In US",5,"Administration of environmental quality and housing programs (924, 925)",1610,Government - Federal,No,No,Employed-At Work,FALSE,46.15375,3.8319782144191064
162157,110109924067481,July,DC,313.43,1153.84,40,44,1,5,42,1,1,2,5,"Native, Born In US",5,Individual and family services (6241),2010,"Private, Nonprofit",No,No,Employed-At Work,FALSE,28.845999999999997,3.3619713351613183
162161,112071404102461,July,DC,273.5,2403.84,50,44,1,NA,36,1,1,1,1,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,FALSE,48.076800000000006,3.872799732271588
162162,112071404102461,July,DC,263.9229,2019.23,40,44,1,NA,34,2,1,1,1,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,TRUE,50.48075,3.9215920754918434
162171,117199689100550,July,DC,322.245,1461.53,32,44,1,NA,46,2,4,1,3,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",1800,Government - Federal,No,No,Employed-At Work,TRUE,45.6728125,3.8215032083968707
162173,121790735591101,July,DC,395.4551,673.07,40,44,2,NA,32,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",2000,Government - Federal,No,No,Employed-At Work,FALSE,16.82675,2.8229698820090032
162186,140917075711479,July,DC,374.1889,2730.76,45,45,8,NA,32,2,3,0,0,"Native, Born In US",5,National security and international affairs (928),2100,Government - Federal,No,No,Employed-At Work,TRUE,60.68355555555556,4.105672747944247
162187,141217005710477,July,DC,253.7313,923.07,40,46,1,NA,40,2,5,2,10,"Native, Born Abroad Of US Parent(s)",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work,TRUE,23.07675,3.1388256171665394
162190,141817005710474,July,DC,307.4273,2884.61,40,45,1,2,46,1,1,2,8,"Native, Born in PR or US Outlying Area",5,Public finance activities (92113),2100,Government - Federal,No,No,Employed-At Work,FALSE,72.11525,4.27826553371462
162191,141817005710474,July,DC,253.7313,1634.61,40,44,1,NA,40,2,1,2,8,"Native, Born In US",5,National security and international affairs (928),120,Government - Federal,No,No,Employed-At Work,TRUE,40.865249999999996,3.710280068654017
162193,147141010020632,July,DC,292.5668,2596.15,55,46,1,2,61,2,3,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, Nonprofit",No,No,Employed-At Work,TRUE,47.20272727272727,3.8544516721240893
162201,148300765541001,July,DC,282.5282,2884.61,65,45,1,NA,28,2,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,44.37861538461539,3.7927577179329193
162204,153311010089861,July,DC,273.5,1100,40,44,1,NA,37,1,7,0,0,"Native, Born In US",5,Other information services (*5191 exc. 51912),2810,"Private, For Profit",Yes,NA,Employed-At Work,FALSE,27.5,3.3141860046725258
162208,157471010004560,July,DC,306.2072,846.15,40,44,1,NA,27,1,1,0,0,"Native, Born Abroad Of US Parent(s)",5,Advertising and related services (5418),2825,"Private, Nonprofit",No,No,Employed-At Work,FALSE,21.15375,3.0518171947401584
162213,170961305075140,July,DC,296.8006,1249,40,44,1,NA,61,2,7,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",430,Government - Federal,No,No,Employed-At Work,TRUE,31.225,3.4412190560116414
162218,174771010024175,July,DC,316.0793,1250,40,44,1,NA,49,1,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-Absent,FALSE,31.25,3.4420193761824107
162221,174821107035106,July,DC,307.033,1634.61,40,45,1,NA,32,2,7,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,TRUE,40.865249999999996,3.710280068654017
162222,174821107035106,July,DC,307.33,1500,45,44,1,NA,31,1,7,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work,FALSE,33.333333333333336,3.506557897319982
