"","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94"
"188449",105460719066004,"August","DE",529.7148,1200,40,39,1,NA,40,1,7,0,0,"Native, Born In US","5","Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",9130,"Government - State","Yes","","Employed-At Work"
"188952",491017801760105,"August","DC",264.8614,384.61,50,39,2,NA,45,1,5,2,5,"Foreign Born, US Cit By Naturalization","5","** Motor vehicles, parts and supplies, merchant wholesalers (*4231)",9130,"Private, For Profit","No","No","Employed-At Work"
"189236",402013601300101,"August","FL",4255.8439,360,40,39,2,NA,57,1,3,0,0,"Foreign Born, Not a US Citizen","5","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"189279",720106970200256,"August","FL",3427.2357,800,40,40,1,NA,41,1,1,2,10,"Native, Born In US","5","Office supplies and stationery stores (45321)",9130,"Private, For Profit","No","No","Employed-At Work"
"189305",910003951203322,"August","FL",4502.1302,673.07,40,39,3,NA,42,1,1,0,0,"Native, Born In US","5","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"189311",929032859129160,"August","FL",3664.496,2200,75,39,1,NA,45,1,4,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"189324",2906951299682,"August","FL",3757.8337,634.61,40,40,1,3,52,1,1,1,3,"Foreign Born, US Cit By Naturalization","5","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"189504",104109665210405,"August","FL",3601.5263,450,40,43,1,7,53,1,1,0,0,"Foreign Born, US Cit By Naturalization","5","Business support services (5614)",9130,"Private, For Profit","No","No","Employed-At Work"
"189580",183031020064306,"August","FL",3393.4068,800,50,36,1,NA,41,1,6,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"189671",219200159750921,"August","FL",2995.1274,769,40,39,2,NA,46,1,4,0,0,"Native, Born In US","5","Office supplies and stationery stores (45321)",9130,"Private, For Profit","No","No","Employed-At Work"
"189672",219250290700921,"August","FL",3757.8337,600,40,39,1,4,54,1,1,0,0,"Foreign Born, US Cit By Naturalization","5","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"189793",400107741210834,"August","FL",3363.1094,540,45,38,1,NA,44,1,7,0,0,"Native, Born In US","5","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"189980",918002671129270,"August","FL",3668.2877,450,35,39,1,NA,38,1,6,0,0,"Foreign Born, Not a US Citizen","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"190051",724193439200980,"August","FL",6215.1086,673.07,45,38,2,NA,29,1,1,0,0,"Native, Born In US","5","Pulp, paper, and paperboard mills (3221)",9130,"Private, For Profit","No","No","Employed-At Work"
"190163",45033527100551,"August","GA",3450.883,546,40,40,1,NA,37,1,1,2,3,"Native, Born In US","5","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"190320",191932707048309,"August","GA",4027.6075,475,45,37,1,NA,27,1,7,1,1,"Native, Born In US","5","** Lumber and other construction materials, merchant wholesalers (*4233)",9130,"Private, For Profit","No","No","Employed-At Work"
"190326",194942808061339,"August","GA",3323.6797,1107.69,45,40,1,NA,41,1,1,1,4,"Native, Born In US","5","Grocery stores (4451)",9130,"Private, For Profit","No","No","Employed-At Work"
"190358",231015032907597,"August","GA",3115.2276,760,40,40,4,NA,53,1,1,1,3,"Foreign Born, US Cit By Naturalization","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"190417",510001021115373,"August","GA",3049.8571,480.76,40,33,4,NA,52,1,1,1,3,"Foreign Born, US Cit By Naturalization","5","Motor vehicles and motor vehicle equipment manufacturing (3361, 3362, 3363)",9130,"Private, For Profit","No","No","Employed-At Work"
"190507",931438130002302,"August","GA",7773.0296,1153,60,39,1,NA,64,1,1,0,0,"Native, Born Abroad Of US Parent(s)","5","****Department stores and discount stores (s45211)",9130,"Private, For Profit","No","No","Employed-Absent"
"190593",612093996129940,"August","GA",3894.7464,1300,40,39,2,NA,53,1,1,0,0,"Native, Born In US","5","****Department stores and discount stores (s45211)",9130,"Private, For Profit","No","No","Employed-At Work"
"190643",193922507016339,"August","GA",2907.3125,420,40,39,2,NA,59,2,6,0,0,"Native, Born In US","5","Outpatient care centers (6214)",9130,"Private, For Profit","No","No","Employed-At Work"
"190672",350360015101001,"August","GA",3266.3404,1702.8,40,40,1,NA,56,1,1,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"190857",70152096912969,"August","HI",690.9762,1300,40,39,9,NA,59,1,1,0,0,"Native, Born In US","9","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"190890",151963092902094,"August","HI",625.6663,400,40,40,5,NA,64,2,1,0,0,"Native, Born In US","9","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"191086",425191329500966,"August","HI",582.5779,620,40,40,21,NA,34,1,7,0,0,"Native, Born In US","9","Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",9130,"Private, Nonprofit","No","No","Employed-At Work"
"191338",206902651995016,"August","ID",1346.2036,1153.6,40,37,1,NA,58,1,7,0,0,"Native, Born In US","8","Cement, concrete, lime, and gypsum product manufacturing (3273, 3274)",9130,"Private, For Profit","Yes","","Employed-At Work"
"191349",223194029600917,"August","ID",1266.6357,2212,99,40,1,NA,21,1,7,0,0,"Native, Born In US","8","Crop production (111)",9130,"Private, For Profit","No","No","Employed-At Work"
"191459",661938170004403,"August","ID",824.3393,425,40,40,1,NA,38,1,1,0,0,"Native, Born In US","8","Couriers and messengers (492)",9130,"Private, For Profit","No","No","Employed-At Work"
"191577",199732302013789,"August","IL",2708.4577,1650,50,40,1,NA,39,1,1,1,1,"Native, Born In US","3","Waste management and remediation services (562)",9130,"Private, For Profit","Yes","","Employed-At Work"
"191591",210709963719323,"August","IL",2800.5305,480,40,34,1,1,43,1,1,1,4,"Native, Born In US","3","Plastics product manufacturing (3261)",9130,"Private, For Profit","No","No","Employed-At Work"
"191826",102909341997877,"August","IL",3144.199,700,35,43,1,NA,55,1,1,0,0,"Native, Born In US","3","Automotive repair and maintenance (8111 exc. 811192)",9130,"Private, For Profit","No","No","Employed-At Work"
"191899",210709944710070,"August","IL",3144.199,439,40,37,1,NA,59,1,1,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"191976",680175000612180,"August","IL",2867.7212,600,40,39,1,1,57,1,1,0,0,"Native, Born In US","3","**Newspaper publishers (51111)",9130,"Private, For Profit","Yes","","Employed-At Work"
"192080",943007818129780,"August","IL",2807.3076,2100,55,40,1,NA,52,1,5,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"192101",47531270690291,"August","IL",3238.9556,437.5,35,40,1,NA,25,1,1,2,8,"Native, Born In US","3","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"192279",760100601121001,"August","IL",3824.325,634,40,40,6,NA,19,1,7,0,0,"Native, Born In US","3","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"192712",20198609900934,"August","IA",1400.9738,961.53,70,36,1,NA,55,1,1,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"192721",91191006010350,"August","IA",2055.8662,214.5,26,37,1,NA,29,2,5,0,0,"Native, Born In US","4","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"192832",610907943809597,"August","IA",1250.8637,500,40,39,1,NA,53,1,1,0,0,"Native, Born In US","4","Iron and steel mills and steel product manufacturing (3311, 3312)",9130,"Private, For Profit","No","No","Employed-At Work"
"192879",910996062016414,"August","IA",933.3375,600,40,40,1,NA,19,1,7,0,0,"Native, Born In US","4","Specialty food stores (4452)",9130,"Private, For Profit","No","No","Employed-At Work"
"192947",104109950910911,"August","IA",1946.0229,690,45,42,1,NA,28,1,7,0,0,"Native, Born In US","4","** Paper and paper products, merchant wholesalers (*4241)",9130,"Private, For Profit","No","No","Employed-At Work"
"193016",420197749900934,"August","IA",999.9566,217.5,30,39,1,NA,32,1,7,0,0,"Native, Born In US","4","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"193133",602270170002804,"August","KS",1470.7844,480,40,36,1,1,30,1,1,2,3,"Foreign Born, Not a US Citizen","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"193279",121109006920690,"August","KS",1394.4673,2000,60,39,1,NA,53,1,5,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"193378",906708872991050,"August","KS",1141.5979,1346.15,70,40,1,NA,54,1,1,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"193595",912983140002900,"August","KY",2024.4148,615,40,39,1,NA,48,1,1,1,4,"Native, Born In US","6","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"193853",2032611200201,"August","LA",1327.3525,1413,40,39,2,NA,45,1,7,0,0,"Native, Born In US","7","Elementary and secondary schools (6111)",9130,"Government - Local","Yes","","Employed-At Work"
"194083",450123007122450,"August","LA",4836.9157,560,40,43,2,NA,30,1,1,2,8,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"194211",829290529200969,"August","LA",2341.0917,920,40,43,1,NA,53,1,7,0,0,"Native, Born In US","7","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"194214",882809520979201,"August","LA",3709.1465,524.17,32,40,2,NA,24,1,7,0,0,"Native, Born In US","7","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"194233",175882030088308,"August","ME",919.1126,1100,45,39,1,NA,44,1,1,2,8,"Native, Born In US","1","Cement, concrete, lime, and gypsum product manufacturing (3273, 3274)",9130,"Private, For Profit","No","No","Employed-At Work"
"194422",669023977224560,"August","ME",534.8815,700,50,39,1,NA,55,1,1,0,0,"Native, Born In US","1","Logging (1133)",9130,"Private, For Profit","No","No","Employed-At Work"
"194585",389610904480722,"August","ME",503.85,880,40,39,1,NA,31,1,7,0,0,"Native, Born In US","1","Household appliance stores (443111)",9130,"Private, For Profit","No","No","Employed-At Work"
"194683",329297759400794,"August","MD",2337.779,615,40,39,2,NA,32,1,1,4,3,"Native, Born In US","5","Dairy product manufacturing (3115)",9130,"Private, For Profit","No","No","Employed-At Work"
"194931",504019020139207,"August","MD",1542.534,675,40,39,1,NA,54,1,7,0,0,"Native, Born In US","5","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"194958",634959420329203,"August","MD",1846.0237,1413,40,39,2,NA,50,1,5,0,0,"Foreign Born, US Cit By Naturalization","5","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"195037",894609120149200,"August","MD",1627.8833,1413,40,39,2,NA,36,1,1,0,0,"Native, Born In US","5","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"195482",910025673229520,"August","MA",3078.655,1250,40,39,1,NA,48,1,5,0,0,"Native, Born In US","1","Waste management and remediation services (562)",9130,"Private, For Profit","Yes","","Employed-At Work"
"195677",20610012726024,"August","MI",2931.0639,700,40,39,1,NA,31,1,1,2,6,"Native, Born In US","3","Beverage manufacturing (3121)",9130,"Private, For Profit","Yes","","Employed-At Work"
"195745",110005502315236,"August","MI",2890.6666,1100,65,40,1,NA,48,1,1,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"195833",220609977727994,"August","MI",3209.0857,450,36,43,1,NA,25,1,7,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"195912",526460501970204,"August","MI",3063.5344,570,40,39,1,NA,23,1,7,0,0,"Native, Born In US","3","Business support services (5614)",9130,"Private, For Profit","No","No","Employed-At Work"
"195999",886329520309206,"August","MI",2777.2216,1060,48,39,1,NA,48,1,1,2,4,"Native, Born In US","3","Grocery stores (4451)",9130,"Private, For Profit","No","No","Employed-At Work"
"196009",918046097229730,"August","MI",2736.3931,1028,40,39,1,NA,53,1,3,0,0,"Foreign Born, US Cit By Naturalization","3","Beverage manufacturing (3121)",9130,"Private, For Profit","No","No","Employed-At Work"
"196053",296926603045679,"August","MI",2756.2966,723.6,40,39,1,NA,48,1,1,1,3,"Native, Born In US","3","Truck transportation (484)",9130,"Government - Local","Yes","","Employed-At Work"
"196092",620606918926495,"August","MI",2817.6421,1000,70,40,1,NA,63,1,1,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196094",620606918926495,"August","MI",3768.8206,1500,70,40,7,NA,29,1,5,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-Absent"
"196133",220609968164597,"August","MI",3076.3614,1057.69,40,40,1,NA,59,1,6,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196156",410007992401476,"August","MI",3168.457,1028,40,39,1,NA,51,1,5,0,0,"Native, Born In US","3","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196276",972725092909176,"August","MN",1675.723,600,40,40,4,NA,41,1,1,1,4,"Foreign Born, Not a US Citizen","4","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"196331",107230701260204,"August","MN",2559.5733,1547.6,40,42,1,NA,37,1,1,2,8,"Native, Born In US","4","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"196417",502906982991587,"August","MN",2275.6374,520,40,39,2,NA,22,1,7,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196488",902906432990647,"August","MN",1532.8499,1057,40,39,1,NA,64,1,1,0,0,"Native, Born In US","4","** Construction (23)",9130,"Private, For Profit","No","No","Employed-At Work"
"196507",2903942994957,"August","MN",1362.4523,1250,70,41,1,NA,52,1,1,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196558",220707969414298,"August","MN",1525.9536,673.07,60,39,1,NA,59,1,7,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196577",270982205099759,"August","MN",1445.0633,602.8,40,43,1,NA,46,1,5,2,3,"Native, Born In US","4","** Lumber and other construction materials, merchant wholesalers (*4233)",9130,"Private, For Profit","No","No","Employed-At Work"
"196603",372700062909876,"August","MN",1362.4523,600,40,39,1,NA,50,1,1,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196697",947804520996200,"August","MN",1292.8182,2115.38,75,39,1,NA,37,1,1,2,3,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196699",957444060366207,"August","MN",1514.8746,1000,70,39,1,NA,61,1,1,0,0,"Native, Born In US","4","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"196892",601587004320340,"August","MS",2294.1595,367.5,30,39,1,NA,62,1,5,0,0,"Native, Born In US","6","3875",9130,"Private, For Profit","No","No","Employed-At Work"
"197037",720260869800902,"August","MS",2093.2621,640,40,39,2,NA,46,1,1,2,9,"Native, Born In US","6","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
